id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,Timestamp
1,Bitcoin,BTC,bitcoin,False,20015653.0,20015653.0,21000000.0,2010-07-13T00:00:00.000Z,12602,1,2026-04-14T11:00:00.000Z,,,,,1489070196500.05,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",74395.28435570144,54978734654.594986,54937922961.87232,40811692.7226638,94.0213,-0.17753268,5.16992078,9.11362942,3.6261334,11.21845189,-21.72388146,1489070196500.05,59.013,1562300971469.73,,2026-04-14T11:00:00.000Z,,,,,,2026-04-14 16:32:18.940009
1027,Ethereum,ETH,ethereum,True,120690991.77499816,120690991.77499816,,2015-08-07T00:00:00.000Z,11748,2,2026-04-14T11:01:00.000Z,,,,,286666882345.66,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",2375.2135774978656,28769010068.1817,28618063983.010616,150946085.17109624,119.0359,-0.49456995,8.77666584,14.03625688,12.03429192,21.55755622,-28.19320368,286666882345.66,11.3608,286666882345.66,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
825,Tether USDt,USDT,tether,True,184674430497.41223,188872619177.18018,,2015-02-25T00:00:00.000Z,177449,3,2026-04-14T11:00:00.000Z,,,,,188901007562.71,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",1.0001503043990818,119664171414.5726,117661821994.72218,2002349419.8505087,102.9692,-0.01564671,0.01224457,0.02787579,0.00315595,0.08507567,0.06701569,184702187876.71,7.3199,188901007562.71,,2026-04-14T11:00:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-04-14 16:32:18.940009
1839,BNB,BNB,bnb,False,136356346.28,136356346.28,136356346.28,2017-07-25T00:00:00.000Z,3189,4,2026-04-14T11:01:00.000Z,,,,,84252145015.16,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",617.8820958002866,1998344318.2197459,1964269203.974147,34075114.24559903,18.0488,-0.0279037,3.38527562,3.37901451,-6.7805888,2.81788909,-33.96178907,84252145015.16,3.339,84252145015.16,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
52,XRP,XRP,xrp,False,61405531717.0,99985687636.0,100000000000.0,2013-08-04T00:00:00.000Z,1823,5,2026-04-14T11:01:00.000Z,,,,,137044711176.06,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.3706432832164388,2845026678.9696307,2843811733.341881,1214945.62774967,59.385,-0.20793329,3.39343753,4.86245986,-3.22555657,0.2306221,-35.77889328,84165079600.24,3.3355,137064328321.64,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
3408,USDC,USDC,usd-coin,False,78682612479.27336,78682612479.27336,,2018-10-08T00:00:00.000Z,38714,6,2026-04-14T11:00:00.000Z,,,60901219650.23,60877281299.29735,78651684822.97,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9996069315020268,26987047686.427555,24568723884.917538,2418323801.5100126,259.8383,-0.01836452,-0.0172786,-0.01679941,-0.03125597,-0.02767943,-0.00562898,78651684822.97,3.1168,78651684822.97,,2026-04-14T11:00:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-04-14 16:32:18.940009
5426,Solana,SOL,solana,True,575141506.457315,624387289.2069919,,2020-04-10T00:00:00.000Z,1118,7,2026-04-14T11:01:00.000Z,,,525236893.3,45191964302.72108,53722974232.88,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",86.04110807751036,5724721127.39305,5724674305.022396,46822.37065376,65.5735,-0.09602469,5.16083754,8.42582013,-2.75504768,7.14161695,-40.53000537,49485812516.96,1.961,53722974232.88,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
1958,TRON,TRX,tron,True,94774600881.5582,94774586106.9579,,2017-09-13T00:00:00.000Z,1327,8,2026-04-14T11:01:00.000Z,,,94667886298.43,30425983426.328007,30460276434.58,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3213970926784345,676927117.1309855,676810327.261601,116789.8693844,20.6309,-0.01253703,-0.11089286,2.08345479,8.32722008,15.56205055,6.43900647,30460281183.09,1.2071,30460276434.58,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
74,Dogecoin,DOGE,dogecoin,True,153825156383.70526,153825156383.70526,,2013-12-15T00:00:00.000Z,1430,9,2026-04-14T11:00:00.000Z,,,,,14540872533.85,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.09452857306107294,1927425640.5893402,1926698413.8963215,727226.69301857,115.2821,-0.02085171,3.99565712,4.38813957,-1.79107945,0.73468829,-35.83135593,14540872533.85,0.5762,14540872533.85,,2026-04-14T11:00:00.000Z,,,,,,2026-04-14 16:32:18.940009
32196,Hyperliquid,HYPE,hyperliquid,False,255758167.70336846,956004363.5991149,961671487.86,2024-07-15T10:14:50.000Z,255,10,2026-04-14T11:00:00.000Z,,,333931719.0,14999033636.697792,42940340167.13,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",44.916468796717666,452375559.80709374,368204094.46493554,84171465.3421581,115.6749,-0.05463938,8.01203967,23.42886138,20.25890616,47.04721936,72.16636904,11487753759.15,0.4552,43194887377.16,,2026-04-14T11:00:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-04-14 16:32:18.940009
3957,UNUS SED LEO,LEO,unus-sed-leo,False,920845344.9,985239504.0,,2019-05-21T00:00:00.000Z,68,11,2026-04-14T11:01:00.000Z,,,,,9957534944.3,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",10.106715071690283,527343.5812112,527203.81167798,139.76953322,18.9025,0.01110059,-0.16779215,-0.011569,11.37616607,22.10398828,11.78467841,9306721526.0,0.3688,9957534944.3,,2026-04-14T11:01:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-04-14 16:32:18.940009
2010,Cardano,ADA,cardano,False,36113714118.03928,44994545487.75309,45000000000.0,2017-10-01T00:00:00.000Z,1696,12,2026-04-14T11:01:00.000Z,,,37997904336.0,9262189184.238989,10967657291.87,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.24375526350972465,592963453.6268988,590881508.0059152,2081945.62098372,37.4715,-0.30472407,2.4316799,0.60950001,-8.21716099,-7.52397285,-41.71473785,8802907901.16,0.3488,10968986857.94,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
1831,Bitcoin Cash,BCH,bitcoin-cash,False,20020978.125,20020978.125,21000000.0,2017-07-23T00:00:00.000Z,1150,13,2026-04-14T11:01:00.000Z,,,,,8786985552.95,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",438.88892431176396,266558564.16865715,266396674.96703067,161889.2016265,41.488,0.34248404,3.01098154,1.64554307,-6.28737458,-16.4680807,-27.16506163,8786985552.95,0.3482,9216667410.55,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:18.940009
1975,Chainlink,LINK,chainlink,False,727099970.4523478,1000000000.0,1000000000.0,2017-09-20T00:00:00.000Z,2231,14,2026-04-14T11:01:00.000Z,,,,,9182268424.6,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",9.18226842460093,764083790.3524435,760058003.0873698,4025787.26507383,67.4648,-0.38176635,5.38968445,5.54471681,-1.12215908,8.71562842,-34.46421528,6676427100.21,0.2646,9182268424.6,,2026-04-14T11:01:00.000Z,1027.0,ethereum,Ethereum,ETH,0x514910771af9ca656af840dff83e8264ecf986ca,2026-04-14 16:32:18.940009
328,Monero,XMR,monero,True,18446744.07370955,18446744.07370955,,2014-05-21T00:00:00.000Z,366,15,2026-04-14T11:00:00.000Z,,,,,6482862222.7,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",351.4366652886469,102137338.98466335,102137338.98466335,0.0,5.279,0.35462022,1.40119511,6.42766879,-1.78413831,3.28411314,-49.87727686,6482862222.7,0.2569,6482862222.7,,2026-04-14T11:00:00.000Z,,,,,,2026-04-14 16:32:18.940009
1,Bitcoin,BTC,bitcoin,False,20015653.0,20015653.0,21000000.0,2010-07-13T00:00:00.000Z,12602,1,2026-04-14T11:00:00.000Z,,,,,1489070196500.05,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",74395.28435570144,54978734654.594986,54937922961.87232,40811692.7226638,94.0213,-0.17753268,5.16992078,9.11362942,3.6261334,11.21845189,-21.72388146,1489070196500.05,59.013,1562300971469.73,,2026-04-14T11:00:00.000Z,,,,,,2026-04-14 16:32:31.902230
1027,Ethereum,ETH,ethereum,True,120690991.77499816,120690991.77499816,,2015-08-07T00:00:00.000Z,11748,2,2026-04-14T11:01:00.000Z,,,,,286666882345.66,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",2375.2135774978656,28769010068.1817,28618063983.010616,150946085.17109624,119.0359,-0.49456995,8.77666584,14.03625688,12.03429192,21.55755622,-28.19320368,286666882345.66,11.3608,286666882345.66,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:31.902230
825,Tether USDt,USDT,tether,True,184674430497.41223,188872619177.18018,,2015-02-25T00:00:00.000Z,177449,3,2026-04-14T11:00:00.000Z,,,,,188901007562.71,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",1.0001503043990818,119664171414.5726,117661821994.72218,2002349419.8505087,102.9692,-0.01564671,0.01224457,0.02787579,0.00315595,0.08507567,0.06701569,184702187876.71,7.3199,188901007562.71,,2026-04-14T11:00:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-04-14 16:32:31.902230
1839,BNB,BNB,bnb,False,136356346.28,136356346.28,136356346.28,2017-07-25T00:00:00.000Z,3189,4,2026-04-14T11:01:00.000Z,,,,,84252145015.16,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",617.8820958002866,1998344318.2197459,1964269203.974147,34075114.24559903,18.0488,-0.0279037,3.38527562,3.37901451,-6.7805888,2.81788909,-33.96178907,84252145015.16,3.339,84252145015.16,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:31.902230
52,XRP,XRP,xrp,False,61405531717.0,99985687636.0,100000000000.0,2013-08-04T00:00:00.000Z,1823,5,2026-04-14T11:01:00.000Z,,,,,137044711176.06,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.3706432832164388,2845026678.9696307,2843811733.341881,1214945.62774967,59.385,-0.20793329,3.39343753,4.86245986,-3.22555657,0.2306221,-35.77889328,84165079600.24,3.3355,137064328321.64,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:31.902230
3408,USDC,USDC,usd-coin,False,78682612479.27336,78682612479.27336,,2018-10-08T00:00:00.000Z,38714,6,2026-04-14T11:00:00.000Z,,,60901219650.23,60877281299.29735,78651684822.97,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9996069315020268,26987047686.427555,24568723884.917538,2418323801.5100126,259.8383,-0.01836452,-0.0172786,-0.01679941,-0.03125597,-0.02767943,-0.00562898,78651684822.97,3.1168,78651684822.97,,2026-04-14T11:00:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-04-14 16:32:31.902230
5426,Solana,SOL,solana,True,575141506.457315,624387289.2069919,,2020-04-10T00:00:00.000Z,1118,7,2026-04-14T11:01:00.000Z,,,525236893.3,45191964302.72108,53722974232.88,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",86.04110807751036,5724721127.39305,5724674305.022396,46822.37065376,65.5735,-0.09602469,5.16083754,8.42582013,-2.75504768,7.14161695,-40.53000537,49485812516.96,1.961,53722974232.88,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:31.902230
1958,TRON,TRX,tron,True,94774600881.5582,94774586106.9579,,2017-09-13T00:00:00.000Z,1327,8,2026-04-14T11:01:00.000Z,,,94667886298.43,30425983426.328007,30460276434.58,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3213970926784345,676927117.1309855,676810327.261601,116789.8693844,20.6309,-0.01253703,-0.11089286,2.08345479,8.32722008,15.56205055,6.43900647,30460281183.09,1.2071,30460276434.58,,2026-04-14T11:01:00.000Z,,,,,,2026-04-14 16:32:31.902230
